REC_NUM,SURVYEAR,SURVMNTH,LFSSTAT,PROV,CMA,AGE_12,AGE_6,GENDER,MARSTAT,EDUC,MJH,EVERWORK,FTPTLAST,COWMAIN,IMMIG,NAICS_21,NOC_10,NOC_43,YABSENT,WKSAWAY,PAYAWAY,UHRSMAIN,AHRSMAIN,FTPTMAIN,UTOTHRS,ATOTHRS,HRSAWAY,YAWAY,PAIDOT,UNPAIDOT,XTRAHRS,WHYPT,TENURE,PREVTEN,HRLYEARN,UNION,PERMTEMP,ESTSIZE,FIRMSIZE,DURUNEMP,FLOWUNEM,UNEMFTPT,WHYLEFTO,WHYLEFTN,DURJLESS,AVAILABL,LKPUBAG,LKEMPLOY,LKRELS,LKATADS,LKANSADS,LKOTHERN,PRIORACT,YNOLOOK,TLOLOOK,SCHOOLN,EFAMTYPE,AGYOWNK,FINALWT
74188,2025,09,1,11,0,05,,1,1,4,1,,,2,1,14,03,11,,,,400,400,1,400,400,0,,0,0,0,,140,,4038,3,1,2,4,,,,,,,,,,,,,,,,,1,06,1,63
74189,2025,09,1,35,0,05,,2,1,6,1,,,2,1,17,05,24,,,,400,400,1,400,400,0,,0,0,0,,31,,2050,3,1,2,2,,,,,,,,,,,,,,,,,1,03,3,293
74190,2025,09,4,59,0,12,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,515
74191,2025,09,1,35,4,02,4,1,6,4,1,,,2,3,10,08,38,,,,400,450,1,400,450,0,,50,0,50,,31,,2200,1,1,2,2,,,,,,,,,,,,,,,,,1,01,,508
74192,2025,09,1,59,0,08,,1,1,2,1,,,2,3,07,10,42,,,,400,400,1,400,400,0,,0,0,0,,66,,4000,3,1,1,1,,,,,,,,,,,,,,,,,1,04,4,392
74193,2025,09,1,13,0,10,,2,3,2,1,,,2,3,08,10,42,,,,440,440,1,440,440,0,,20,0,20,,41,,1550,3,2,3,3,,,,,,,,,,,,,,,,,1,06,,105
74194,2025,09,1,35,4,06,,2,1,5,1,,,1,3,17,04,16,,,,375,375,1,375,375,0,,0,0,0,,95,,5104,1,1,3,4,,,,,,,,,,,,,,,,,1,03,3,852
74195,2025,09,4,24,0,09,,2,2,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,1,11,,338
74196,2025,09,1,24,2,10,,2,1,5,1,,,2,3,15,02,05,,,,320,350,1,320,350,0,,30,0,30,,31,,7500,3,1,3,3,,,,,,,,,,,,,,,,,1,02,,964
74197,2025,09,3,24,2,06,,2,1,4,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,32,5,1,,,,2,,1,,1,,,3,,,1,05,,1309
74198,2025,09,1,35,4,07,,2,1,2,1,,,2,2,12,02,09,,,,375,375,1,375,375,0,,0,0,0,,240,,3077,3,1,2,4,,,,,,,,,,,,,,,,,1,02,,138
74199,2025,09,1,35,4,11,,2,1,5,1,,,1,3,21,06,29,,,,210,210,2,210,210,0,,0,0,0,5,129,,2700,1,3,1,4,,,,,,,,,,,,,,,,,,08,,876
74200,2025,09,1,35,5,08,,1,1,4,2,,,2,1,17,04,18,,,,400,400,1,520,520,0,,0,0,0,,60,,2522,3,1,4,4,,,,,,,,,,,,,,,,,1,03,3,279
74201,2025,09,4,47,0,10,,2,1,4,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,03,,144
74202,2025,09,4,10,0,12,,2,3,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,18,,75
74203,2025,09,4,24,0,10,,2,5,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,1,01,,104
74204,2025,09,1,12,0,09,,1,1,4,1,,,2,3,11,08,36,,,,600,600,1,600,600,0,,0,0,0,,114,,2700,3,1,2,4,,,,,,,,,,,,,,,,,1,05,,104
74205,2025,09,1,35,0,07,,2,1,4,1,,,1,3,21,05,22,,,,375,395,1,375,395,0,,0,20,20,,33,,6600,1,1,4,4,,,,,,,,,,,,,,,,,1,04,4,348
74206,2025,09,4,48,0,03,5,2,2,4,,1,1,2,3,14,02,09,,,,,,,,,,,,,,,,9,,,,,,,,,4,12,5,,,,,,,,,,,1,05,,498
74207,2025,09,1,59,9,05,,2,1,5,1,,,1,3,17,04,16,,,,150,75,2,150,75,0,,0,0,0,2,137,,5590,1,1,3,4,,,,,,,,,,,,,,,,,1,03,1,421
74208,2025,09,1,59,0,01,2,2,6,1,1,,,2,3,18,07,34,,,,60,130,2,60,130,0,,0,0,0,4,5,,1785,3,1,2,4,,,,,,,,,,,,,,,,,2,03,,323
74209,2025,09,1,35,0,04,,2,1,5,1,,,2,3,14,02,06,,,,350,350,1,350,350,0,,0,0,0,,55,,4203,3,1,4,4,,,,,,,,,,,,,,,,,1,03,1,227
74210,2025,09,4,35,0,11,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,09,3,326
74211,2025,09,1,46,6,05,,2,1,5,1,,,2,3,08,02,05,,,,375,375,1,375,375,0,,0,0,0,,120,,5590,3,1,4,4,,,,,,,,,,,,,,,,,1,03,1,155
74212,2025,09,3,46,6,04,,2,2,4,,1,1,1,3,11,01,04,,,,,,,,,,,,,,,,7,,,,,,3,2,1,4,13,1,2,,,,1,1,,1,,,1,06,1,186
74213,2025,09,1,10,0,04,,1,6,2,1,,,2,3,08,10,43,,,,400,400,1,400,400,0,,0,0,0,,31,,3300,1,1,3,3,,,,,,,,,,,,,,,,,1,02,,127
74214,2025,09,4,12,0,02,4,2,1,2,,1,2,1,3,16,05,24,,,,,,,,,,,,,,,,9,,,,,,,,,1,01,4,,,,,,,,,,,1,11,,186
74215,2025,09,1,24,0,06,,2,6,5,1,,,2,3,10,02,05,,,,320,320,1,320,320,0,,0,0,0,,122,,3000,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,99
74216,2025,09,1,35,4,07,,1,1,6,1,,,6,3,17,04,15,,,,350,350,1,350,350,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,03,2,126
74217,2025,09,4,24,2,01,1,1,6,0,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,,239
74218,2025,09,1,35,0,08,,1,5,2,1,,,2,3,14,08,38,,,,400,400,1,400,400,0,,0,0,0,,240,,3600,1,1,4,4,,,,,,,,,,,,,,,,,1,18,,260
74219,2025,09,4,24,0,12,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,,,,,,,,,,,,11,,76
74220,2025,09,1,59,9,04,,1,6,4,1,,,2,3,11,08,36,,,,400,400,1,400,400,0,,0,0,0,,85,,4808,1,1,2,4,,,,,,,,,,,,,,,,,1,18,,433
74221,2025,09,1,10,0,04,,1,6,2,1,,,2,1,09,07,33,,,,400,400,1,400,400,0,,0,0,0,,17,,2500,3,1,1,4,,,,,,,,,,,,,,,,,1,11,,51
74222,2025,09,4,10,0,10,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,1,08,,75
74223,2025,09,4,35,4,07,,2,5,6,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,01,,698
74224,2025,09,4,24,2,12,,1,3,4,,1,2,2,2,16,08,35,,,,,,,,,,,,,,,,23,,,,,,,,,4,09,5,,,,,,,,,,,,18,,302
74225,2025,09,1,24,0,12,,1,1,4,1,,,2,3,11,08,36,,,,150,120,2,150,120,30,0,0,0,0,5,57,,1900,1,2,3,3,,,,,,,,,,,,,,,,,,05,,97
74226,2025,09,4,48,7,07,,2,1,0,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,1,18,,1168
74227,2025,09,1,10,0,04,,1,1,6,1,,,2,3,15,07,33,,,,400,440,1,400,440,0,,40,0,40,,19,,1850,3,1,2,4,,,,,,,,,,,,,,,,,1,06,1,89
74228,2025,09,1,24,0,09,,2,2,5,1,,,6,3,17,05,24,,,,500,500,1,500,500,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,1,02,,79
74229,2025,09,4,24,2,12,,2,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,01,,293
74230,2025,09,4,35,4,01,2,1,6,2,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,03,,531
74231,2025,09,4,35,4,12,,1,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,133
74232,2025,09,4,59,9,12,,1,1,0,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,,,,,,11,,327
74233,2025,09,4,24,1,11,,2,5,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,01,,768
74234,2025,09,4,46,6,12,,1,1,5,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,,01,,199
74235,2025,09,4,24,0,12,,2,3,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,01,,186
74236,2025,09,1,35,4,03,5,2,6,6,1,,,1,3,17,04,16,,,,320,320,1,320,320,0,,0,0,0,,13,,3800,1,1,3,3,,,,,,,,,,,,,,,,,1,11,,421
74237,2025,09,4,12,0,12,,1,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,,,,,,,,08,,134
74238,2025,09,4,35,0,11,,1,1,3,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,11,,224
74239,2025,09,4,12,0,11,,1,1,6,,1,2,2,3,16,08,35,,,,,,,,,,,,,,,,36,,,,,,,,,4,09,3,,,,,,,,,,,,11,,136
74240,2025,09,4,35,4,12,,2,3,6,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,464
74241,2025,09,4,24,0,12,,1,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,125
74242,2025,09,4,59,0,02,4,1,2,4,,1,1,2,3,06,08,35,,,,,,,,,,,,,,,,8,,,,,,,,,4,12,2,,,,,,,,,,,1,08,,815
74243,2025,09,1,47,0,05,,2,6,2,1,,,2,1,15,07,34,,,,200,260,2,200,260,0,,60,0,60,6,18,,1400,3,1,1,4,,,,,,,,,,,,,,,,,1,01,,193
74244,2025,09,1,12,0,05,,1,1,6,1,,,1,3,21,03,10,,,,375,615,1,375,615,0,,240,0,240,,74,,5538,1,1,2,4,,,,,,,,,,,,,,,,,1,06,2,208
74245,2025,09,1,35,0,04,,2,1,5,1,,,2,1,08,03,10,,,,375,375,1,375,375,0,,0,0,0,,10,,4000,3,1,3,4,,,,,,,,,,,,,,,,,1,02,,458
74246,2025,09,4,13,0,11,,2,5,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,01,,64
74247,2025,09,1,35,4,07,,2,1,5,1,,,1,2,17,02,08,,,,400,400,1,400,400,0,,0,0,0,,154,,3000,1,1,4,4,,,,,,,,,,,,,,,,,1,03,3,157
74248,2025,09,4,24,2,09,,2,6,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,1,01,,1016
74249,2025,09,1,12,0,08,,2,6,2,1,,,2,3,01,09,40,,,,400,440,1,400,440,0,,0,0,0,,151,,2000,3,2,1,1,,,,,,,,,,,,,,,,,1,01,,129
74250,2025,09,1,35,0,08,,2,1,5,1,,,2,2,07,10,42,,,,400,400,1,400,400,0,,0,0,0,,61,,2100,3,1,3,3,,,,,,,,,,,,,,,,,1,02,,178
74251,2025,09,4,24,0,12,,1,1,4,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,88
74252,2025,09,1,24,0,03,6,2,1,6,1,,,2,3,14,02,07,,,,400,385,1,400,385,15,2,0,0,0,,8,,2600,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,106
74253,2025,09,2,46,6,03,5,1,6,5,1,,,2,3,14,03,13,1,12,2,340,0,1,340,0,,,,,,,14,,1835,3,1,3,4,,,,,,,,,,,,,,,,,1,01,,270
74254,2025,09,4,35,0,12,,2,3,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,01,,88
74255,2025,09,1,12,0,06,,2,1,5,1,,,1,3,17,04,17,,,,375,375,1,375,375,0,,0,0,0,,52,,2946,1,1,3,4,,,,,,,,,,,,,,,,,1,03,2,126
74256,2025,09,1,35,0,10,,2,1,5,1,,,2,3,12,07,32,,,,375,375,1,375,375,0,,0,0,0,,240,,6400,3,1,1,4,,,,,,,,,,,,,,,,,1,08,,258
74257,2025,09,4,35,0,11,,2,2,4,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,215
74258,2025,09,1,10,0,02,4,2,6,2,1,,,2,3,17,05,24,,,,400,400,1,400,400,0,,0,0,0,,17,,1900,3,1,1,2,,,,,,,,,,,,,,,,,1,01,,100
74259,2025,09,1,11,0,09,,1,1,3,1,,,1,2,21,09,40,,,,400,440,1,400,440,0,,40,0,40,,240,,3365,1,1,4,4,,,,,,,,,,,,,,,,,1,02,,32
74260,2025,09,1,59,9,04,,2,6,2,1,,,1,3,17,01,02,,,,375,375,1,375,375,0,,0,0,0,,138,,3300,1,1,3,3,,,,,,,,,,,,,,,,,1,01,,419
74261,2025,09,1,24,0,04,,2,2,4,1,,,2,3,07,10,42,,,,400,400,1,400,400,0,,0,0,0,,6,,2600,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,153
74262,2025,09,1,24,0,06,,2,4,4,1,,,1,3,21,01,02,,,,375,375,1,375,375,0,,0,0,0,,214,,6344,3,1,4,4,,,,,,,,,,,,,,,,,1,14,3,147
74263,2025,09,4,35,0,11,,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,11,,140
74264,2025,09,1,35,4,08,,1,1,4,1,,,1,2,10,03,11,,,,400,400,1,400,400,0,,0,0,0,,44,,7212,3,1,3,4,,,,,,,,,,,,,,,,,1,04,4,190
74265,2025,09,4,24,0,12,,1,1,3,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,524
74266,2025,09,1,24,0,08,,1,1,4,1,,,2,3,11,08,36,,,,550,550,1,550,550,0,,0,0,0,,81,,3147,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,671
74267,2025,09,4,35,0,09,,1,6,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,1,01,,314
74268,2025,09,1,46,6,03,6,2,1,5,2,,,1,2,16,01,02,,,,350,300,1,410,360,50,3,0,0,0,,9,,4835,3,1,2,3,,,,,,,,,,,,,,,,,1,01,,226
74269,2025,09,1,48,7,04,,1,1,5,1,,,4,3,14,03,11,,,,550,550,1,550,550,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,1,03,1,1036
74270,2025,09,4,11,0,12,,2,3,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,,,,,,,,,,,,01,,39
74271,2025,09,4,13,0,06,,2,6,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,,,,,,,,,,1,01,,156
74272,2025,09,1,24,0,10,,1,5,1,1,,,2,3,01,09,40,,,,450,450,1,450,450,0,,0,0,0,,41,,2500,3,2,2,2,,,,,,,,,,,,,,,,,1,01,,258
74273,2025,09,1,46,6,02,4,1,6,5,1,,,5,3,06,08,35,,,,400,10,1,400,10,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,1,18,,236
74274,2025,09,4,35,4,01,2,2,6,1,,1,2,2,3,19,07,34,,,,,,,,,,,,,,,,2,,,,,,,,,3,05,2,,,,,,,,,,,2,03,,435
74275,2025,09,1,59,0,04,,1,2,3,1,,,3,3,06,08,35,,,,800,600,1,800,600,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,1,02,,175
74276,2025,09,4,35,3,09,,2,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,1,07,4,1002
74277,2025,09,4,11,0,01,2,2,6,4,,1,1,2,3,17,05,24,,,,,,,,,,,,,,,,3,,,,,,,,,3,05,2,,,,,,,,,,,2,15,,71
74278,2025,09,1,35,0,03,6,1,6,5,1,,,6,1,11,08,38,,,,350,350,1,350,350,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,1,01,,514
74279,2025,09,1,35,0,10,,2,1,6,1,,,6,3,14,02,06,,,,40,10,2,40,10,,,,,,5,9,,,,,,,,,,,,,,,,,,,,,,,1,08,,219
74280,2025,09,1,46,0,07,,1,1,4,1,,,1,3,05,03,11,,,,370,370,1,370,370,0,,0,0,0,,240,,4600,1,1,2,4,,,,,,,,,,,,,,,,,1,03,2,147
74281,2025,09,3,48,0,06,,2,1,2,,1,1,2,3,15,09,39,,,,,,,,,,,,,,,,123,,,,,,6,3,1,0,06,3,2,,1,,1,,,1,,,1,07,4,110
74282,2025,09,4,48,8,04,,2,6,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,1,18,,606
74283,2025,09,4,47,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,11,,184
74284,2025,09,1,10,0,05,,1,1,2,1,,,2,3,06,08,36,,,,400,400,1,400,400,0,,0,0,0,,220,,3085,3,1,1,1,,,,,,,,,,,,,,,,,1,03,1,88
74285,2025,09,1,59,0,06,,1,6,4,1,,,2,3,09,07,33,,,,400,400,1,400,400,0,,0,0,0,,96,,4087,3,1,2,3,,,,,,,,,,,,,,,,,1,01,,353
74286,2025,09,4,35,0,12,,2,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,184
74287,2025,09,1,24,1,05,,2,2,6,1,,,1,3,12,03,13,,,,345,375,1,345,375,0,,30,0,30,,121,,5574,1,1,4,4,,,,,,,,,,,,,,,,,1,03,1,834
74288,2025,09,4,12,0,12,,2,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,,,,11,,134
74289,2025,09,4,48,8,10,,1,1,0,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,1,10,4,878
74290,2025,09,4,59,0,01,2,1,6,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,2,04,,130
74291,2025,09,3,59,0,10,,1,1,4,,1,1,2,3,06,08,35,,,,,,,,,,,,,,,,65,,,,,,36,2,1,4,12,10,2,,,1,1,,,1,,,1,10,4,258
74292,2025,09,1,12,0,09,,1,1,4,1,,,2,3,10,01,03,,,,400,400,1,400,400,0,,0,0,0,,190,,3606,3,1,1,3,,,,,,,,,,,,,,,,,1,04,4,145
74293,2025,09,1,24,0,06,,1,2,5,1,,,2,2,08,10,41,,,,425,485,1,425,485,0,,60,0,60,,112,,4095,3,1,3,4,,,,,,,,,,,,,,,,,1,03,2,122
74294,2025,09,4,47,0,12,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,11,,169
74295,2025,09,3,24,1,01,2,2,6,3,,1,2,2,3,14,03,11,,,,,,,,,,,,,,,,8,,,,,,4,2,2,4,10,2,2,,1,,1,1,,1,,,2,03,,445
74296,2025,09,1,13,0,09,,1,4,4,1,,,2,3,11,08,36,,,,700,700,1,700,700,0,,0,0,0,,27,,2000,3,1,1,1,,,,,,,,,,,,,,,,,1,01,,94
74297,2025,09,1,48,0,03,6,1,6,4,1,,,2,3,13,08,35,,,,420,480,1,420,480,0,,0,0,0,,21,,5150,3,1,2,4,,,,,,,,,,,,,,,,,1,01,,1176
74298,2025,09,4,10,0,10,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,,,,,,,,,1,,1,11,,69
74299,2025,09,3,59,0,01,2,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,8,5,1,,,,2,,,1,,,,3,,,1,09,,341
74300,2025,09,4,35,0,01,1,1,6,1,,1,2,2,3,18,06,29,,,,,,,,,,,,,,,,16,,,,,,,,,4,09,2,,,,,,,,,,,2,03,,344
74301,2025,09,1,35,4,01,2,1,6,3,1,,,1,3,18,06,30,,,,60,60,2,60,60,0,,0,0,0,4,25,,1700,3,3,4,4,,,,,,,,,,,,,,,,,2,03,,149
74302,2025,09,2,24,2,04,,1,2,0,1,,,6,1,08,10,42,3,2,,400,0,1,400,0,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,1,02,,1307
74303,2025,09,1,13,0,02,4,1,6,4,2,,,2,3,02,02,09,,,,375,375,1,575,575,0,,0,0,0,,23,,2205,3,1,3,4,,,,,,,,,,,,,,,,,1,01,,157
74304,2025,09,3,59,0,02,3,1,6,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,8,7,1,,,70,2,,1,,1,1,,0,,,1,03,,75
74305,2025,09,4,59,9,01,1,1,6,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,06,,295
74306,2025,09,4,35,0,06,,1,1,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,,,,,,,,,,,1,08,,416
74307,2025,09,1,47,0,12,,1,1,4,1,,,1,3,21,02,09,,,,50,60,2,50,60,0,,10,0,10,5,181,,12600,3,4,3,3,,,,,,,,,,,,,,,,,,05,,143
74308,2025,09,4,35,4,12,,1,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,11,,108
74309,2025,09,4,10,0,10,,2,5,0,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,1,01,,66
74310,2025,09,1,59,0,04,,2,2,4,2,,,2,3,17,04,18,,,,320,320,1,560,560,0,,0,0,0,,11,,2893,1,1,3,3,,,,,,,,,,,,,,,,,1,02,,394
74311,2025,09,4,47,0,12,,2,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,01,,127
74312,2025,09,4,12,0,12,,1,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,11,,134
74313,2025,09,4,12,0,11,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,11,,134
74314,2025,09,4,35,3,07,,2,1,2,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,4,585
74315,2025,09,1,24,0,08,,2,2,4,1,,,1,3,21,01,02,,,,350,350,1,350,350,0,,0,0,0,,194,,5581,3,1,4,4,,,,,,,,,,,,,,,,,1,08,,202
74316,2025,09,1,47,0,02,3,2,6,2,1,,,2,3,18,05,24,,,,180,60,2,180,60,120,1,0,0,0,7,13,,1535,3,1,1,2,,,,,,,,,,,,,,,,,1,15,,185
74317,2025,09,1,47,0,07,,2,1,5,1,,,1,3,16,05,20,,,,400,425,1,400,425,0,,0,25,25,,240,,4808,1,1,1,4,,,,,,,,,,,,,,,,,1,09,3,171
74318,2025,09,1,47,0,10,,1,6,5,1,,,6,3,15,07,34,,,,100,100,2,100,100,,,,,,6,15,,,,,,,,,,,,,,,,,,,,,,,1,01,,240
74319,2025,09,1,59,9,09,,1,1,0,1,,,3,2,11,08,35,,,,400,200,1,400,200,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,1,06,3,226
74320,2025,09,1,48,8,06,,2,1,2,1,,,6,3,16,06,30,,,,200,200,2,200,200,,,,,,2,165,,,,,,,,,,,,,,,,,,,,,,,1,03,1,636
74321,2025,09,1,11,0,09,,2,1,5,1,,,2,3,10,01,03,,,,400,400,1,400,400,0,,0,0,0,,165,,5625,3,1,1,1,,,,,,,,,,,,,,,,,1,02,,54
74322,2025,09,4,13,0,12,,2,6,2,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,01,,57
74323,2025,09,1,35,0,03,5,2,6,4,1,,,1,3,21,05,24,,,,350,350,1,350,350,0,,0,0,0,,4,,3350,3,1,3,3,,,,,,,,,,,,,,,,,1,01,,105
74324,2025,09,1,35,4,08,,2,1,5,1,,,2,2,11,08,36,,,,200,200,2,200,200,0,,0,0,0,5,1,,2500,3,2,3,4,,,,,,,,,,,,,,,,,1,04,4,568
74325,2025,09,1,35,0,05,,1,2,4,1,,,2,3,18,08,35,,,,375,375,1,375,375,0,,0,0,0,,55,,2890,3,1,2,2,,,,,,,,,,,,,,,,,1,02,,195
74326,2025,09,4,24,0,12,,2,3,1,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,75
74327,2025,09,1,13,0,08,,2,1,6,1,,,2,3,18,01,02,,,,375,375,1,375,375,0,,0,0,0,,240,,7179,3,1,2,4,,,,,,,,,,,,,,,,,1,04,4,141
74328,2025,09,4,24,0,11,,1,1,4,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,682
74329,2025,09,4,12,0,09,,2,1,4,,1,1,2,3,17,02,09,,,,,,,,,,,,,,,,25,,,,,,,,,4,11,4,,,,,,,,,,,1,07,4,195
74330,2025,09,1,48,0,06,,2,1,5,1,,,1,3,16,05,20,,,,400,400,1,400,400,0,,0,0,0,,217,,4808,1,1,2,4,,,,,,,,,,,,,,,,,1,03,2,143
74331,2025,09,1,35,0,11,,2,1,4,1,,,2,2,17,04,18,,,,150,160,2,150,160,0,,0,10,10,0,233,,4500,3,1,2,2,,,,,,,,,,,,,,,,,,02,,487
74332,2025,09,4,59,0,12,,2,1,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,11,,84
74333,2025,09,1,35,4,07,,2,1,5,1,,,2,2,13,02,05,,,,400,400,1,400,400,0,,0,0,0,,24,,3846,3,1,3,3,,,,,,,,,,,,,,,,,1,03,2,778
74334,2025,09,2,46,0,05,,2,1,6,1,,,1,3,21,02,07,2,17,1,350,0,1,350,0,,,,,,,51,,4121,1,1,3,4,,,,,,,,,,,,,,,,,1,03,1,154
74335,2025,09,1,35,4,10,,2,1,4,1,,,2,2,07,10,42,,,,400,400,1,400,400,0,,0,0,0,,192,,2079,3,1,3,3,,,,,,,,,,,,,,,,,1,02,,1045
74336,2025,09,1,47,0,09,,1,1,1,1,,,2,3,04,03,13,,,,940,940,1,940,940,0,,0,0,0,,235,,5500,3,3,2,4,,,,,,,,,,,,,,,,,1,06,3,148
74337,2025,09,3,35,4,10,,1,2,4,,1,1,2,3,15,03,13,,,,,,,,,,,,,,,,10,,,,,,24,2,1,4,10,6,2,1,1,1,1,1,1,1,,,1,08,,810
74338,2025,09,4,35,0,12,,2,1,4,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,212
74339,2025,09,4,13,0,06,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,1,09,1,129
74340,2025,09,4,24,0,12,,1,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,11,,96
